Datum;Beginn;Ende;Ort;ID;Format;Titel_Session;Chair;Titel_Beitrag;Autorin/Autor_1;Affilation_1;Land_1;Autorin/Autor_2;Affilation_2;Land_2;Autorin/Autor_3;Affilation_3;Land_3;Autorin/Autor_4;Affilation_4;Land_4;Autorin/Autor_5;Affilation_5;Land_5;Autorin/Autor_6;Affilation_6;Land_6;Autorin/Autor_7;Affilation_7;Land_7;Autorin/Autor_8;Affilation_8;Land_8;Autorin/Autor_9;Affilation_9;Land_9;Autorin/Autor_10;Affilation_10;Land_10;Zusammenfassung
29.03.2019;09:00;10:30;HZ4;Vortrag_260;Vortrag;;;Vortrag Intervalle, Konflikte, Zyklen: Modellierung von Makrogenese in der Faustedition;Thorsten Vitt;Julius-Maximilians-Universität Würzburg;Deutschland;Gerrit Brüning;Freies Deutsches Hochstift / Frankfurter Goethe-Museum;Deutschland;Dietmar Pravida;Freies Deutsches Hochstift / Frankfurter Goethe-Museum;Deutschland;Moritz Wissenbach;Julius-Maximilians-Universität Würzburg;Deutschland;;;;;;;;;;;;;;;;;;;Zur Rekonstruktion und Visualisierung der Genese von Goethes „Faust“ wurden in der Faustedition die in der Forschung seit dem 19. Jahrhundert vorkommenden Aussagen gesammelt und maschinenlesbar in XML verzeichnet. Aus diesen Einzelaussagen wird ein Graph gebildet. Um diesen Graphen zur chronologischen Sortierung der Zeilensynopse und des genetischen Balkendiagramms nutzen zu können, muss er zu einem gerichteten azyklischen Graphen reduziert werden. Dazu müssen bestimmte Aussagen, aus denen sich Widersprüche und damit Zyklen im Graphen ergeben, identifiziert und ausgeschieden werden. Die Graphen und die daraus generierten Visualisierungen unterstützen die weitere philologische Arbeit an der Korrektur, Verfeinerung und Ergänzung genetischer Informationen. Der Beitrag umreißt die sowohl bei der Verzeichnung der Aussagen als auch bei der Bildung des Graphen auftretenden Probleme und skizziert die bislang unternommene Schritte zu deren Lösung.
29.03.2019;09:00;10:30;HZ4;Vortrag_231;Vortrag;;;Vortrag Vom Stellenkommentar zum Netzwerk und zurück: grosse Quellenkorpora und tief erschlossene Strukturdaten auf hallerNet;Martin Stuber;Universität Bern;Schweiz;Peter Dängeli;Universität Bern / Cologne Center for eHumanities;Schweiz / Deutschland;Christian Forney;Universität Bern;Schweiz;;;;;;;;;;;;;;;;;;;;;;Die entstehende Editions- und Forschungsplattform hallerNet nutzt die Verbindung von Textedition und tief erschlossener Datenbank. Indem die Textannotation über die reine Identifikation erwähnter Personen, Publikationen usw. hinausgeht, und beispielsweise biografische Etappen wie Studium, Promotion, Lehrtätigkeit sowie Wirkungsorte einbezogen werden, lassen sich Kommunikationsnetzwerke plastischer darstellen und analysieren. Die Grundlage für dieses Vorhaben ist eine umfangreiche Datenbank, die über drei Jahrzehnte angereichert wurde und die nun in TEI überführt und veröffentlicht wird. Der Beitrag versucht das Analysepotenzial und mögliche explorative Visualisierungsformen anhand einer prototypischen Korrespondenzedition zu umreissen.
29.03.2019;09:00;10:30;HZ5;;Panel;;;Panel Deep Learning als Herausforderung für die digitale Literaturwissenschaft;Fotis Jannidis;Julius-Maximilians-Universität Würzburg;Deutschland;Christof Schöch;Universität Trier / Trier Center for Digital Humanities;Deutschland;Jonas Kuhn;Universität Stuttgart / Centrum für Reflektierte Textanalyse (CRETA);Deutschland;Timo Baumann;Carnegie Mellon University;USA;Hussein Hussein;Freie Universität Berlin;Deutschland;Thomas Haider;Max-Planck-Institut für empirische Ã„sthetik;Deutschland;Burkhard Meyer-Sickendiek;Freie Universität Berlin;Deutschland;;;;;;;;;;
29.03.2019;11:00;12:30;HZ3;Panel_227;Panel;;;Panel Digital Humanities „from Scratch“;Torsten Roeder;Studienzentrum der Leopoldina / Nationale Akademie der Wissenschaften;Deutschland;Sibylle Söring;Freie Universität Berlin;Deutschland;Swantje Dogunke;Forschungsverbund Marbach Weimar Wolfenbüttel;Deutschland;Frederik Elwert;Centrum für Religionswissenschaftliche Studien Ruhr-Universität Bochum;Deutschland;Thorsten Wübbena;Kunstgeschichtliches Institut, Goethe Universität Frankfurt am Main / Deutsches Forum für Kunstgeschichte Paris;Deutschland / Frankreich;Harald Lordick;Steinheim-Institut;Deutschland;Fabian Cremer;Max Weber Stiftung;Deutschland;Anne Klammt;Mainzer Zentrum für Digitalität in den Geistes- und Kulturwissenschaften;Deutschland;;;;;;;Immer häufiger schaffen universitäre, akademische und andere wissenschaftliche Institutionen neue Stellen, um Aktivitäten im Bereich der Digital Humanities zu koordinieren und Infrastrukturen aufzubauen. Beginnt man heute damit ganz von vorn, sei es im Rahmen einer Querschnittsstelle, einer neuen Abteilung oder auch ohne offizielles Mandat, steht man vor anderen Voraussetzungen als vor einem Jahrzehnt. Während einige wenige Standorte inzwischen auf eine langjährig gewachsene DH-Infrastruktur zurückblicken können, stellt die Etablierung von DH-Strukturen “from scratch” im laufenden Betrieb hohe institutionelle, organisatorische, personelle und technische Anforderungen. Übergreifender Austausch, Vernetzung und Bündelung von Initiativen und Aktivitäten jenseits von Institutionen und Verbünden stehen jedoch bislang aus. In diesem moderierten Panel stellen die Beitragenden, die durch ihre Institutionen mit solchen Aufgaben betraut wurden oder diese initiieren, ihre bisherigen Herausforderungen, Erfahrungen und Lösungsansätze zur Diskussion, um aktuelle Desiderate zu identifizieren und sowohl Handlungsoptionen als auch mögliche Strategien aufzuzeigen – und damit einen Impuls für weiterführende Initiativen zu geben.
29.03.2019;11:00;12:30;HZ4;;Session;Session Technologien Digitaler Editionen;Torsten Schaßan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.03.2019;11:00;12:30;HZ4;Vortrag_184;Vortrag;;;Vortrag Technologienutzung im Kontext Digitaler Editionen – eine Landschaftsvermessung;Claes Neuefeind;Universität zu Köln;Deutschland;Philip Schildkamp;Universität zu Köln;Deutschland;Brigitte Mathiak;Universität zu Köln;Deutschland;Lukas Harzenetter;Universität zu Köln;Deutschland;Johanna Barzen;Universität zu Köln;Deutschland;Uwe Breitenbücher;Universität zu Köln;Deutschland;Frank Leymann;Universität zu Köln;Deutschland;;;;;;;;;;Gegenstand des Beitrags ist eine nähere Betrachtung der Technologienutzung im Kontext Digitaler Editionen. Im Vorfeld des Workshops „Nachhaltigkeit Digitaler Editionen“, den das Data Center for the Humanities Köln (DCH) in Kooperation mit der Landesinitiative NFDI der Digitalen Hochschule NRW und der Nordrhein-Westfälischen Akademie der Wissenschaften und der Künste am 17.9.2018 in Düsseldorf veranstaltete, führten wir unter den Teilnehmern eine Umfrage durch, um Informationen über die Technologielandschaft speziell in diesem Bereich der DH zu gewinnen. Hintergrund und Kontext ist das DFG-geförderte Kooperationsprojekt „SustainLife“ (DCH KoÌˆln und IAAS Stuttgart), das auf die Adaption von Verfahren und Technologien aus dem Cloud-Deployment zielt, um Management und Provisionierung von DH-Anwendungen wie z.B. Digitalen Editionen zu optimieren und deren Sicherung und nachhaltigen Betrieb zu realisieren. In unserem Beitrag möchten wir die Ergebnisse der Umfrage vorstellen und mit der Fachcommunity diskutieren, welche Bedarfe und Konsequenzen sich daraus für Fragen der Nachhaltigkeit Digitaler Editionen ergeben.
29.03.2019;11:00;12:30;HZ4;Vortrag_271;Vortrag;;;Vortrag „Eine digitale Edition kann man nicht sehen“ - Gedanken zu Struktur und Persistenz digitaler Editionen;Thomas Stäcker;Universitäts- und Landesbibliothek Darmstadt;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Die Konzentration auf die Unzulänglichkeiten von XML zur Textmodellierung haben den Blick verstellt für eine breitere Sicht auf das ""Konzept"" der digitalen Edition als Kompositum von Codepoints (Unicode), Strukturinformation bzw. Markup, Anzeigeinformation, Regeln für das Markup und Metadaten. Der Beitrag will versuchen den Fokus bei der Frage der Textmodellierung zu verschieben zu einer Betrachtung der Funktion der digitalen Edition, die im Zusammenwirken ihrer Komponenten besteht und die als solche vollständig beschrieben werden können. Daraus ergeben sich praktische und theoretische Konsequenzen für die Betrachtung und Nutzung digitaler Editionen, wie etwa zur Art ihrer Archivierung, Zitierbarkeit, Hypertextualität oder auch Textästhetik. Die Hoffnung besteht, dass mit einem Wechsel weg von der sichtbaren Oberfläche der Edition hin zur Beschreibung der Möglichkeiten ihrer ""Instantiierung"" ein genauerer Begriff davon gewonnen werden kann, welche Merkmale für eine digitale Edition konstitutiv sind."
29.03.2019;11:00;12:30;HZ5;;Session;Session Text - Kommunikation - Diskurs;Nanette Rißler-Pipka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.03.2019;11:00;12:30;HZ5;Vortrag_233;Vortrag;;;Vortrag Automatisierungspotenziale in der qualitativen Diskursanalyse. Das Prinzip des „Filterns“;Gertraud Koch;Universität Hamburg;Deutschland;Lina Franken;Universität Hamburg;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;Der Beitrag stellt Automatisierungspotentiale in der Diskursanalyse vor, der Schwerpunkt liegt dabei auf den Prinzipien des Filterns. Es wird davon ausgegangen, dass wissenschaftliche Fragestellungen der Diskursanalyse durch automatisierte Ansätze zwar nie vollständig bearbeitet werden können, diese aber großes Potenzial haben, um die qualitativen Analysen mittelbar zu unterstützen. Das Ziel sind damit halbautomatisierte Verfahren. Im Rahmen einer Studie zu Akzeptanzproblematiken von Telemedizin wurden unterschiedliche halbautomatisierte Verfahren für die Unterstützung der qualitativen Diskursanalyse mit ihren verschiedenen Arbeitsschritten erprobt. Der Beitrag stellt zunächst die Methode der wissenssoziologischen bzw. -anthropologischen Diskursanalyse mit ihrer spezifischen Datengrundlage vor, um davon ausgehend die spezifischen Potentiale und Probleme für die (halb)automatisierte Korpuserstellung und -auswertung bei diskursanalytischem Datenmaterial in Form von Filterprozessen zu erläutern.
29.03.2019;11:00;12:30;HZ5;Vortrag_291;Vortrag;;;Vortrag Eine Infrastruktur zur Erforschung multimodaler Kommunikation;Peter Uhrig;Universität Osnabrück;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dieser Vortrag zeigt, wie mit Hilfe des Distributed Little Red Hen Lab eine umfassende Forschungsinfrastruktur geschaffen wurde (und immer noch wird), mit der sich viele Aspekte multimodaler Kommunikation auf Basis der Fernsehaufnahmen des NewsScape-Projekts untersuchen lassen (aktuell über 400.000 Stunden).
29.03.2019;11:00;12:30;HZ5;Vortrag_112;Vortrag;;;Vortrag Potentielle Privatsphäreverletzungen aufdecken und automatisiert sichtbar machen;Frederik Simon Bäumer;Universität Paderborn;Deutschland;Bianca Buff;Universität Paderborn;Deutschland;Michaela Geierhos;Universität Paderborn;Deutschland;;;;;;;;;;;;;;;;;;;;;;Das moderne Web basiert auf Interaktion, Diskussion und Austausch von Informationen. Da Daten immer effektiver mit bestehenden Ressourcen verknüpft werden können, können selbst implizit offenbarte Einzelinformationen schädliche Folgen für die Nutzer haben. Obwohl Serviceprovider im Web die Pflicht und auch das Eigeninteresse haben, die Sicherheit und Privatsphäre von Benutzerdaten zu gewährleisten, gibt es Fälle, in denen öffentlich verfügbare Informationen gegÂ­en deren ursprünglichen Verfasser verwendet werden. Es ist demnach im Interesse der Kommunizierenden, nur die Informationen in Textbeiträgen zu platzieren, die den selbstbestimmten Grad an Anonymität wahren. In diesem Beitrag stellen wir unsere bisherigen Arbeiten an Text Broom vor, einem Tool, welches potentielle Privatsphäreverletzungen in Form expliziter als auch inhärenter Angaben in online verfügbaren Fließtexten erkennen und für Benutzer sichtbar machen kann.
29.03.2019;14:00;15:30;HZ1;;;;;Abschluss der DHd 2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Abschluss der DHd 2019 der 6. Jahrestagung des Verbands Digital Humanities im deutschsprachigen Raum unter dem Oberthema „Digitale Humanities: multimedial & multimodal“
29.03.2019;14:30;15:30;HZ1;;Keynote;;;Keynote Understanding Social Structure and Behavior through Responsible Mixed-Methods Research: Bias Detection, Theory Validation, and Data Governance;Jana Diesner;School of Information Sciences at the University of Illinois at Urbana-Champaign;USA;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Working with reliable data, metrics, and methods, as well as valid theories, is essential for advancing the computational humanities and social sciences. In this talk, I present our research on the following question: 1) How do limitations related to the provenance and quality of digital social data impact research results? I present on the impact of commonly used techniques for name disambiguation on the properties and dynamics of social networks, highlight measurement-induced biases in metrics and theories, and address means for mitigating these limitations. 2) How can we combine methods from natural language processing and network analysis to jointly consider the content and structure of social relations? I provide an example where we applied domain-adjusted text mining to enhance social networks to validate a classic social science theory in a contemporary setting. 3) How can we assess the impact of information and science on people and society beyond using bibliometric methods? I present our work on predicting the impact of media on individual behavior, cognition, and emotions, and measuring the long-term impact of scientific research on society. 4) When working with human-centered and online data, how can we comply with data governance regulations while still do innovative work? I discuss challenges and opportunities for using digital social data in responsible and practical ways. Overall, the work presented in this talk contributes to making sense of qualitative, distributed, and multi-modal data in a scalable way; and advancing the transparency, responsibility, and ethics of computing and technology as applied to trying to better understand society."
28.03.2019;16:00;19:00;HZ1;;Postersession;Postersession;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Die Postersession wird durch einen Slam mit Kurzvorträgen eingeleitetbei dem die Präsentierenden in 1 Minute kreativ für ihr Poster werben. Am Ende des Slams werden durch Applausometer die 3 schönsten Präsentationen gekürt. 
28.03.2019;16:00;19:00;HZ1;Poster_106;Poster;;;UPB-Annotate: Ein maßgeschneidertes Toolkit für historische Texte;Nina Seemann;Universität Paderborn;Deutschland;Marie-Luis Merten;Universität Paderborn;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;Das interdisziplinäre Projekt InterGramm geht dem literaten Ausbau des Mittelniederdeutschen bis hin zum Schriftsprachenwechsel zum Frühneuhochdeutschen nach. Im Zuge von Sprachausbauprozessen wandeln sich (häufig) bereits existierende Konstruktionen und neue literate Konstruktionen entstehen (Traugott / Trousdale 2013). Unser Ziel ist es, diese Wandelphänomene durch die Analyse historischer Rechtstexte und Arzneibücher zu erfassen. Insbesondere interessiert uns die Entwicklung komplexer Satztypen (subordinierende Konstruktionen), attributiver Techniken, die in komplexen Nominalphrasen resultieren, und textstrukturierender Elemente. Voraussetzung zur Erfassung dieser Elemente ist es, unser Korpus mit Part-of-Speech-Tags sowie mit Konstruktionstags zu versehen. Im Hinblick auf unsere graphematisch stark variierenden Texte und die herausfordernde Grammatikanalyse benötigen wir ein maßgeschneidertes Toolkit, das das Layout der historischen Texte 1:1 abbildet, das Editieren von Primärdaten erlaubt sowie morphologische und konstruktionale Annotationen unterstützt.
28.03.2019;16:00;19:00;HZ1;Poster_115;Poster;;;Gattungserkennung über 500 Jahre;José Calvo Tello;Julius-Maximilians-Universität Würzburg;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wie gut lassen sich Gattungen und Untergattungen durch Maschinelles Lernen über eine längere Periode erkennen? Obwohl eine Reihe von Artikeln die Frage hauptsächlich für Englisch (Kessler, Numberg, und Schütze 1997
28.03.2019;16:00;19:00;HZ1;Poster_116;Poster;;;Die PARTHENOS Training Suite;Ulrike Wuttke;Fachhochschule Potsdam;Deutschland;Heike Neuroth;Fachhochschule Potsdam;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;Das Poster stellt die Grundprinzipien und wichtigsten Ergebnisse der Entwicklung der PARTHENOS Training Suite vor. Hierbei handelt es sich um eine eLearning-Plattform, auf der im EU-Projekt PARTHENOS (Pooling Activities, Resources and Tools for Heritage E-Research Networking, Optimization and Synergies) entwickelte multimediale und multimodale Trainings- und Lehrmaterialien bereitgestellt werden. Die bereitgestellten Materialien adressieren insbesondere Meta-Themen im Bereich digitale Infrastrukturen, um somit einen Beitrag für ein besseres grundsätzliches Verständnis für infrastrukturelle Themen bei Wissenschaftler*innen und Praktiker*innen im geistes- und kulturwissenschaftlichen Bereich und ihre erfolgreiche Integration in den Forschungs- und Arbeitsalltag zu leisten. Alle Materialen werden gemeinschaftlich entwickelt und als Open Educational Resources zur Verfügung gestellt und greifen somit auch bei der Entwicklung von Trainingsangeboten wichtige Grundprinzipien der Digital Humanities auf.
